2015-05-22 11:42:08 147.251.236.219 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /clear/VB035/1 
2015-05-22 11:42:23 147.251.236.219 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/VB035/1/2310/3 
2015-05-24 14:21:25 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:21:26 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:21:26 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:21:26 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:21:26 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:21:27 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:21:27 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:21:27 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:21:28 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:21:28 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:21:33 147.251.229.58 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/4 	 
2015-05-24 14:22:16 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:22:16 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:22:16 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:22:17 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:22:17 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:22:20 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:22:21 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:22:21 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:22:22 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:22:22 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:22:34 147.251.229.58 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/4 	 
2015-05-24 14:22:37 147.251.229.58 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/5 	 
2015-05-24 14:22:39 147.251.229.58 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/5/2130/2 	 BAD 
2015-05-24 14:23:00 147.251.229.58 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/5/2130/2 	 BAD 
2015-05-24 14:23:02 147.251.229.58 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/4 	 
2015-05-24 14:23:33 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:24:21 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:25:02 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:25:03 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:25:03 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:25:04 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:25:04 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:25:04 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:25:04 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:25:04 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:25:27 147.251.229.58 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/4 	 
2015-05-24 14:25:33 147.251.229.58 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/5 	 
2015-05-24 14:25:35 147.251.229.58 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/5/0123/0 	 OK 
2015-05-24 14:25:37 147.251.229.58 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/5/0123/1 	 BAD 
2015-05-24 14:25:41 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/21/34120/2 	 BAD 
2015-05-24 14:25:41 147.251.229.58 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/5 	 
2015-05-24 14:25:43 147.251.229.58 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/3 	 
2015-05-24 14:25:57 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/21/34120/2 	 BAD 
2015-05-24 14:25:58 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/21/34120/2 	 BAD 
2015-05-24 14:25:58 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/21/34120/2 	 BAD 
2015-05-24 14:25:58 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/21/34120/2 	 BAD 
2015-05-24 14:25:58 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/21/34120/2 	 BAD 
2015-05-24 14:25:59 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/21/34120/2 	 BAD 
2015-05-24 14:25:59 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/21/34120/2 	 BAD 
2015-05-24 14:26:10 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/21/34120/2 	 BAD 
2015-05-24 14:26:13 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/22 	 
2015-05-24 14:26:26 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /clear/PV004/22 	 
2015-05-24 14:26:29 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/1 	 
2015-05-24 14:29:25 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/1/41203/0 	 OK 
2015-05-24 14:29:26 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/2 	 
2015-05-24 14:29:29 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/2/13024/0 	 OK 
2015-05-24 14:29:30 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/3 	 
2015-05-24 14:29:33 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/3/43021/0 	 OK 
2015-05-24 14:29:35 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/4 	 
2015-05-24 14:29:38 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/4/201/0 	 OK 
2015-05-24 14:29:40 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/5 	 
2015-05-24 14:29:43 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/5/2310/0 	 OK 
2015-05-24 14:29:44 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/6 	 
2015-05-24 14:29:53 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/6/03214/0 	 OK 
2015-05-24 14:29:55 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/7 	 
2015-05-24 14:30:03 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/7/13420/0 	 OK 
2015-05-24 14:30:04 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/8 	 
2015-05-24 14:30:08 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/8/1032/0 	 OK 
2015-05-24 14:30:09 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/9 	 
2015-05-24 14:30:24 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/9/2103/0 	 OK 
2015-05-24 14:30:26 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/10 	 
2015-05-24 14:30:30 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/10/42301/0 	 OK 
2015-05-24 14:30:31 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/11 	 
2015-05-24 14:31:45 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/11/1302/0 	 OK 
2015-05-24 14:31:46 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/12 	 
2015-05-24 14:43:54 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/12/2310/0 	 OK 
2015-05-24 14:43:55 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/13 	 
2015-05-24 14:44:00 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/13/01342/0 	 OK 
2015-05-24 14:44:03 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/14 	 
2015-05-24 14:44:07 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/14/31402/0 	 OK 
2015-05-24 14:44:09 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/15 	 
2015-05-24 14:44:16 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/15/210/0 	 OK 
2015-05-24 14:44:17 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/16 	 
2015-05-24 14:44:23 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/16/43012/0 	 OK 
2015-05-24 14:44:24 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/17 	 
2015-05-24 14:44:37 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/17/04132/0 	 OK 
2015-05-24 14:44:39 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/18 	 
2015-05-24 14:45:47 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/18/1320/0 	 OK 
2015-05-24 14:45:48 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/19 	 
2015-05-24 14:46:04 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/19/01324/0 	 OK 
2015-05-24 14:46:07 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/20 	 
2015-05-24 14:46:23 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/20/02143/3 	 BAD 
2015-05-24 14:46:28 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/21 	 
2015-05-24 14:46:54 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/21/03142/0 	 OK 
2015-05-24 14:46:56 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/22 	 
2015-05-24 14:47:07 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/22/30421/0 	 OK 
2015-05-24 14:47:09 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/23 	 
2015-05-24 14:47:21 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/23/2301/0 	 OK 
2015-05-24 14:47:31 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/24 	 
2015-05-24 14:48:02 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/24/23041/3 	 BAD 
2015-05-24 14:48:06 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/25 	 
2015-05-24 14:49:02 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/25/021/1 	 BAD 
2015-05-24 14:49:05 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/26 	 
2015-05-24 14:49:14 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/26/2103/0 	 OK 
2015-05-24 14:49:15 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/27 	 
2015-05-24 14:49:22 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/27/3021/0 	 OK 
2015-05-24 14:49:23 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/28 	 
2015-05-24 14:49:37 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/28/32410/0 	 OK 
2015-05-24 14:49:40 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/29 	 
2015-05-24 14:49:51 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/29/0231/0 	 OK 
2015-05-24 14:49:59 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/30 	 
2015-05-24 14:50:12 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/30/2310/0 	 OK 
2015-05-24 14:50:14 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/31 	 
2015-05-24 14:50:29 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/31/1203/0 	 OK 
2015-05-24 14:50:31 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/32 	 
2015-05-24 14:50:38 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/32/42130/0 	 OK 
2015-05-24 14:50:40 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/33 	 
2015-05-24 14:50:42 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/33/01423/3 	 BAD 
2015-05-24 14:50:46 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/34 	 
2015-05-24 14:51:02 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/34/34021/0 	 OK 
2015-05-24 14:51:04 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/35 	 
2015-05-24 14:51:23 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/35/23041/1 	 BAD 
2015-05-24 14:51:27 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/36 	 
2015-05-24 14:51:35 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/36/12043/0 	 OK 
2015-05-24 14:51:37 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/37 	 
2015-05-24 14:52:10 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/37/14320/0 	 OK 
2015-05-24 14:52:12 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/38 	 
2015-05-24 14:52:22 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/38/0231/0 	 OK 
2015-05-24 14:52:24 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/39 	 
2015-05-24 14:52:33 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/39/1320/0 	 OK 
2015-05-24 14:52:34 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/40 	 
2015-05-24 14:52:44 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/40/1032/0 	 OK 
2015-05-24 14:52:46 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/41 	 
2015-05-24 14:53:18 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/41/1230/1 	 BAD 
2015-05-24 14:53:22 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/42 	 
2015-05-24 14:54:38 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/42/0231/0 	 OK 
2015-05-24 14:54:41 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/43 	 
2015-05-24 14:54:56 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/43/1203/0 	 OK 
2015-05-24 14:54:59 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/44 	 
2015-05-24 14:55:08 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/44/30124/3 	 BAD 
2015-05-24 14:55:15 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/44/30124/4 	 BAD 
2015-05-24 14:55:18 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/45 	 
2015-05-24 14:55:35 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/45/3201/0 	 OK 
2015-05-24 14:55:37 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PV004/46 	 
2015-05-24 14:55:48 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/46/3210/0 	 OK 
2015-05-24 14:55:49 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/46/3210/0 	 OK 
2015-05-24 14:55:52 87.244.251.89 	 Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PV004/46/3210/0 	 OK 
